title,artist,albums,albums_filtered,main_album
Доле моя,Без Обмежень,['5Хвилин'],['5Хвилин'],5Хвилин
Тарасова Гора,Без Обмежень,"['5Хвилин', '5 хвилин']",['5Хвилин'],5Хвилин
Дахами накрилася,Без Обмежень,[],[],Other
Забрала ніч,Без Обмежень,['Вільні люди'],['Вільні люди'],Вільні люди
Розкажи,Без Обмежень,[],[],Other
Повернись живим,Без Обмежень,"['Повернись живим', 'Музика світла']",[],Other
Малий,Без Обмежень,['Вільні люди'],['Вільні люди'],Вільні люди
Ангели плачуть,Без Обмежень,['5Хвилин'],['5Хвилин'],5Хвилин
Народжені вільними,Без Обмежень,['Народжені вільними'],[],Other
Моя любов,Без Обмежень,[],[],Other
ДИМ - Acoustic,Без Обмежень,[],[],Other
Пташка,Без Обмежень,['Underground'],['Underground'],Other
А ти...,Без Обмежень,[],[],Other
Магда,Без Обмежень,[],[],Other
Відчуваю,Без Обмежень,[],[],Other
Захопила,Без Обмежень,['Underground'],['Underground'],Other
Дихаю тобою,Без Обмежень,[],[],Other
цього вартує кохання,Ігор Кайдаш,"['цього вартує кохання - Single', 'цього вартує кохання']",[],Other
підліткове,Ігор Кайдаш,"['підліткове', 'підліткове - Single']",[],Other
повстання,Ігор Кайдаш,"['повстання - Single', 'повстання']",[],Other
в чому сенс?,Ігор Кайдаш,['період життя'],['період життя'],період життя
твій страх,Ігор Кайдаш,['період життя'],['період життя'],період життя
Інді-артист,Ігор Кайдаш,"['Інді-артист', 'Інді-артист - Single']",[],Other
вирій моїх подій,Ігор Кайдаш,"['вирій моїх подій', 'вирій моїх подій - Single']",[],Other
моя юність,Ігор Кайдаш,"['моя юність', 'моя юність - Single']",[],Other
Де Твоя Молода Кров?,Ігор Кайдаш,"['Де Твоя Молода Кров?', 'Де Твоя Молода Кров? - Single']",[],Other
дежавю,Ігор Кайдаш,"['Дежавю - Single', 'Дежавю']",[],Other
холод,Ігор Кайдаш,['період життя'],['період життя'],період життя
Вечорниці,Ігор Кайдаш,"['Вечорниці', 'Вечорниці - Single']",[],Other
Минулого літа,Ігор Кайдаш,"['Минулого літа', 'Минулого літа - Single']",[],Other
Моя кохана,Ігор Кайдаш,"['Моя кохана', 'Моя кохана - Single']",[],Other
допоможе лиш сон,Ігор Кайдаш,['Допоможе лиш сон'],[],Other
сподівання пройдуть,Ігор Кайдаш,"['сподівання пройдуть', 'сподівання пройдуть - Single']",[],Other
Свідомий вибір,Ігор Кайдаш,"['Свідомий вибір', 'Свідомий вибір - Single']",[],Other
аб'юзер,Ігор Кайдаш,['період життя'],['період життя'],період життя
погляди,Ігор Кайдаш,['період життя'],['період життя'],період життя
я не хочу бути один,Ігор Кайдаш,"['я не хочу бути один', 'я не хочу бути один - Single']",[],Other
ніколи,Ігор Кайдаш,"['ніколи', 'ніколи - Single']",[],Other
безодня - Bonus,Ігор Кайдаш,[],[],Other
Козак завірюха,Ігор Кайдаш,"['Козак завірюха - Single', 'Козак завірюха']",[],Other
портвейн,Ігор Кайдаш,"['Портвейн', 'Портвейн - Single']",[],Other
ранок - Bonus,Ігор Кайдаш,[],[],Other
спи собі сама,Ігор Кайдаш,[],[],Other
Вона,Тарас Чубай,[],[],Other
Лента за лентою,Тарас Чубай,"['Наші партизани (Remastered 2017)', 'Наші партизани']",['Наші партизани'],Наші партизани
Водограй,Тарас Чубай,[],[],Other
Пісня буде поміж нас,Тарас Чубай,[],[],Other
Я піду в далекі гори,Тарас Чубай,[],[],Other
Червона рута,Тарас Чубай,[],[],Other
"Гей гу, гей га",Тарас Чубай,[],[],Other
Пливе кача,Тарас Чубай,"['Наші партизани (Remastered 2017)', 'Наші партизани']",['Наші партизани'],Наші партизани
"Там, під львівським замком",Тарас Чубай,['Наші партизани (Remastered 2017)'],['Наші партизани'],Наші партизани
Коли до губ твоїх,Тарас Чубай,['Постать голосу'],['Постать голосу'],Постать голосу
Дівчина з коломиї,Тарас Чубай,[],[],Other
Кедь ми пришла карта,Тарас Чубай,"['Наші партизани (Remastered 2017)', 'Наші партизани']",['Наші партизани'],Наші партизани
Повіяв вітер степовий,Тарас Чубай,"['Наші партизани (Remastered 2017)', 'Наші партизани']",['Наші партизани'],Наші партизани
Ми йдем вперед,Тарас Чубай,[],[],Other
Запроси мене у сни,Тарас Чубай,[],[],Other
Миколай бородатий,Тарас Чубай,"['Добрий вечір, тобі...']",[],Other
Нестримна течія,Тарас Чубай,[],[],Other
Над морем,Тарас Чубай,[],[],Other
Маскарад,Тарас Чубай,['Постать голосу'],['Постать голосу'],Постать голосу
"Не плачте, не журіться",Тарас Чубай,"['Наші партизани (Remastered 2017)', 'Наші партизани']",['Наші партизани'],Наші партизани
Я твоє крило,Тарас Чубай,[],[],Other
Капелюх,Тарас Чубай,[],[],Other
Вступ,Тарас Чубай,"['Наші партизани (Remastered 2017)', 'Наші партизани']",['Наші партизани'],Наші партизани
Ти бачиш,Тарас Чубай,['Постать голосу'],['Постать голосу'],Постать голосу
Останній грім,Тарас Чубай,['Постать голосу'],['Постать голосу'],Постать голосу
Корида,Тарас Чубай,['Постать голосу'],['Постать голосу'],Постать голосу
А світ - вертеп,Тарас Чубай,[],[],Other
Буде нам з тобою що згадати,Тарас Чубай,[],[],Other
Ти втретє цього літа зацвітеш,Тарас Чубай,[],[],Other
На видноколі,Тарас Чубай,['Постать голосу'],['Постать голосу'],Постать голосу
Сипле сніг,Тарас Чубай,"['Сипле сніг', 'Сипле сніг - Single']",[],Other
Наша потужна цивілізація,Тарас Чубай,[],[],Other
Нині рождество,Тарас Чубай,['Наше Різдво (Продовження)'],['Наше Різдво (Продовження)'],Наше Різдво (Продовження)
Нова радість стала,Тарас Чубай,"['Наше Різдво (Продовження)', 'Новий рік та Різдво']",['Наше Різдво (Продовження)'],Наше Різдво (Продовження)
Ти мені пробач,Тарас Чубай,[],[],Other
Відшукування причетного,Тарас Чубай,[],[],Other
Во Вифлеємі,Тарас Чубай,"['Во Вифлеємі', 'Наше Різдво (Продовження)']",['Наше Різдво (Продовження)'],Наше Різдво (Продовження)
Золота трава,Тарас Чубай,[],[],Other
Птахи - Live,Тарас Чубай,[],[],Other
Спи Ісусе,Тарас Чубай,['Наше Різдво (Продовження)'],['Наше Різдво (Продовження)'],Наше Різдво (Продовження)
Із янголом на плечі,Тарас Чубай,[],[],Other
Не спиняйте її,Тарас Чубай,[],[],Other
"Спи, моя люба, спи",Тарас Чубай,[],[],Other
Я так довго чекав,Тарас Чубай,[],[],Other
Матриця,Тарас Чубай,[],[],Other
Хата моя,Тарас Чубай,[],[],Other
Грифон,Тарас Чубай,[],[],Other
Остання зима,Тарас Чубай,[],[],Other
Пластунка N,Тарас Чубай,[],[],Other
За усе Святе,Тарас Чубай,"['Народженні бути нескоренними, Pt. 2 (Патріотичні пісні)']",[],Other
Марія,Тарас Чубай,[],[],Other
Вифлеєм,Тарас Чубай,[],[],Other
Миколай бородатий - Dana Rmx,Тарас Чубай,[],[],Other
Металева з міста Лева,Тарас Чубай,[],[],Other
"Ой, там на горі",Тарас Чубай,[],[],Other
Дорослі діти,Серцевий Напад,"['Дорослі діти', 'Дорослі діти [Explicit]']",['Дорослі діти'],Дорослі діти
Субкультура,Серцевий Напад,"['Дорослі діти', 'Golden $hits']","['Golden $hits', 'Дорослі діти']",Golden $hits
Punk Girl,Серцевий Напад,['Golden $hits'],['Golden $hits'],Golden $hits
ТакFuck,Серцевий Напад,['Golden $hits'],['Golden $hits'],Golden $hits
Жахлива,Серцевий Напад,[],[],Other
Пробач,Серцевий Напад,"['Дорослі діти', 'Golden $hits']","['Golden $hits', 'Дорослі діти']",Golden $hits
Студентські вихідні,Серцевий Напад,"['Дорослі діти', 'Дорослі діти [Explicit]']",['Дорослі діти'],Дорослі діти
Момент,Серцевий Напад,"['Дорослі діти', 'Дорослі діти [Explicit]']",['Дорослі діти'],Дорослі діти
Розумієш,Серцевий Напад,"['Дорослі діти', 'Дорослі діти [Explicit]']",['Дорослі діти'],Дорослі діти
Перед війною,Серцевий Напад,"['Дорослі діти', 'Дорослі діти [Explicit]']",['Дорослі діти'],Дорослі діти
Не прийшла,Серцевий Напад,"['Дорослі діти', 'Golden $hits']","['Golden $hits', 'Дорослі діти']",Golden $hits
Невідоме,Серцевий Напад,[],[],Other
Его,Серцевий Напад,"['Дорослі діти', 'Дорослі діти [Explicit]']",['Дорослі діти'],Дорослі діти
Фалоімітатор,Серцевий Напад,"['Golden $hits', 'Голден щітс']","['Golden $hits', 'Голден щітс']",Golden $hits
Коля не знау,Серцевий Напад,"['Fight For Hope', 'Борись за надію']","['Fight For Hope', 'Борись за надію']",Fight For Hope
Хто ти є?,Серцевий Напад,[],[],Other
Нестерпна,Серцевий Напад,"['Fight For Hope', 'Борись за надію']","['Fight For Hope', 'Борись за надію']",Fight For Hope
Ukrainian Idiot,Серцевий Напад,[],[],Other
Оптимістична,Серцевий Напад,"['Golden $hits', 'Голден щітс']","['Golden $hits', 'Голден щітс']",Golden $hits
Мовчи,Серцевий Напад,"['Fight For Hope', 'Борись за надію']","['Fight For Hope', 'Борись за надію']",Fight For Hope
Москва,Серцевий Напад,"['Golden $hits', 'Голден щітс']","['Golden $hits', 'Голден щітс']",Golden $hits
Я не вірю вам,Серцевий Напад,"['Fight For Hope', 'Борись за надію']","['Fight For Hope', 'Борись за надію']",Fight For Hope
Fight For Hope,Серцевий Напад,['Fight For Hope'],['Fight For Hope'],Fight For Hope
Іво Бобул,Серцевий Напад,"['Дорослі діти', 'Дорослі діти [Explicit]']",['Дорослі діти'],Дорослі діти
Дитинство,Серцевий Напад,"['Golden $hits', 'Голден щітс']","['Golden $hits', 'Голден щітс']",Golden $hits
Не така,Серцевий Напад,"['Fight For Hope', 'Борись за надію']","['Fight For Hope', 'Борись за надію']",Fight For Hope
Slut,Серцевий Напад,[],[],Other
Черепашки ніндзя,Серцевий Напад,"['Golden $hits', 'Голден щітс']","['Golden $hits', 'Голден щітс']",Golden $hits
Fast Food,Серцевий Напад,['Fight For Hope'],['Fight For Hope'],Fight For Hope
Fruity-Dooty,Серцевий Напад,['Fight For Hope'],['Fight For Hope'],Fight For Hope
Звільни себе,Серцевий Напад,"['Fight For Hope', 'Борись за надію']","['Fight For Hope', 'Борись за надію']",Fight For Hope
Моє сонце,Серцевий Напад,[],[],Other
Лента за лентою,Серцевий Напад,[],[],Other
outro,Серцевий Напад,['Fight For Hope'],['Fight For Hope'],Fight For Hope
Прокидайся,Серцевий Напад,['Прокидайся'],[],Other
Мелодія ночі,Серцевий Напад,[],[],Other
Кордони Гетто,Серцевий Напад,[],[],Other
Стереозвук,Серцевий Напад,['Прокидайся'],[],Other
Пєрємєн,Серцевий Напад,['Телефонуй!'],['Телефонуй!'],Телефонуй!
Назавжди,Серцевий Напад,[],[],Other
Панк гьол,Серцевий Напад,"['Дорослі діти', 'Голден щітс']","['Голден щітс', 'Дорослі діти']",Other
Гори!,Серцевий Напад,"['Телефонуй!', 'Телефонуй! [Explicit]']",['Телефонуй!'],Телефонуй!
Телефонуй!,Серцевий Напад,"['Телефонуй! [Explicit]', 'Телефонуй!']",['Телефонуй!'],Телефонуй!
Досить!,Серцевий Напад,['Телефонуй!'],['Телефонуй!'],Телефонуй!
5 хвилин,Серцевий Напад,"['Телефонуй! [Explicit]', 'Телефонуй!']",['Телефонуй!'],Телефонуй!
Такфак,Серцевий Напад,"['Дорослі діти', 'Голден щітс']","['Голден щітс', 'Дорослі діти']",Other
перед війною)),Серцевий Напад,[],[],Other
Судний день,Серцевий Напад,"['Телефонуй! [Explicit]', 'Телефонуй!']",['Телефонуй!'],Телефонуй!
Сім'я,Серцевий Напад,"['Телефонуй!', 'Телефонуй! [Explicit]']",['Телефонуй!'],Телефонуй!
Ок,Серцевий Напад,['Телефонуй! [Explicit]'],['Телефонуй!'],Телефонуй!
Діайвай,Серцевий Напад,"['Дорослі діти', 'Дорослі діти [Explicit]']",['Дорослі діти'],Дорослі діти
Щіт,Серцевий Напад,[],[],Other
Борись за надію,Серцевий Напад,['Борись за надію'],['Борись за надію'],Other
Вступ,Серцевий Напад,['Голден щітс'],['Голден щітс'],Other
Вейкап,Серцевий Напад,['Борись за надію'],['Борись за надію'],Other
Фаст фуд,Серцевий Напад,['Борись за надію'],['Борись за надію'],Other
Go Fuck Yourself,Серцевий Напад,['Телефонуй!'],['Телефонуй!'],Телефонуй!
Росіян в Донбасє нєт,Орест Лютий,"['Росіян в Донбасє нєт', 'Росіян в Донбасє нєт [Explicit]']",['Росіян в Донбасє нєт'],Росіян в Донбасє нєт
Вагони повнії москалів,Орест Лютий,[],[],Other
А я - не москаль,Орест Лютий,[],[],Other
КДБ працює,Орест Лютий,[],[],Other
Гаспада малороси,Орест Лютий,[],[],Other
Лук'янівський сізо,Орест Лютий,"['А я - не москаль', 'Сувора українізація']","['А я - не москаль', 'Сувора українізація']",Other
Вставай країно рідная,Орест Лютий,['А я - не москаль'],['А я - не москаль'],Other
"Я, кум, дві лопати",Орест Лютий,"['Я, кум, дві лопати', 'Я, кум, дві лопати - Single']",[],Other
Перехрестись на сонце,Орест Лютий,"['Росіян в Донбасє нєт', 'Росіян в Донбасє нєт [Explicit]']",['Росіян в Донбасє нєт'],Росіян в Донбасє нєт
Слава Україні!,Орест Лютий,['А я - не москаль'],['А я - не москаль'],Other
Іде кацап по городу,Орест Лютий,['Сувора українізація'],['Сувора українізація'],Сувора українізація
Здохни Імперія,Орест Лютий,[],[],Other
А тєло пєло,Орест Лютий,"['Росіян в Донбасє нєт', 'Росіян в Донбасє нєт [Explicit]']",['Росіян в Донбасє нєт'],Росіян в Донбасє нєт
Алла Пугачьова,Орест Лютий,['Сувора українізація'],['Сувора українізація'],Сувора українізація
А чемний легінь у саду,Орест Лютий,['Сувора українізація'],['Сувора українізація'],Сувора українізація
ХУЯК,Орест Лютий,"['Гібридні війни', 'Гібридні війни [Explicit]']",['Гібридні війни'],Гібридні війни
"Мій друже, Ковалю",Орест Лютий,[],[],Other
Котлети з онука,Орест Лютий,"['Гібридні війни', 'Гібридні війни [Explicit]']",['Гібридні війни'],Гібридні війни
Я є народ,Орест Лютий,[],[],Other
Хохли в Росії,Орест Лютий,['Сувора українізація'],['Сувора українізація'],Сувора українізація
З чого починалась Московія,Орест Лютий,[],[],Other
Катя-ватніца,Орест Лютий,"['Росіян в Донбасє нєт', 'Росіян в Донбасє нєт [Explicit]']",['Росіян в Донбасє нєт'],Росіян в Донбасє нєт
Колише вітер тушки гопоти,Орест Лютий,"['Колише вітер тушки гопоти - Single', 'Колише вітер тушки гопоти']",[],Other
Приватний підприємець,Орест Лютий,"['Росіян в Донбасє нєт', 'Росіян в Донбасє нєт [Explicit]']",['Росіян в Донбасє нєт'],Росіян в Донбасє нєт
Земле моя,Орест Лютий,"['Росіян в Донбасє нєт', 'Росіян в Донбасє нєт [Explicit]']",['Росіян в Донбасє нєт'],Росіян в Донбасє нєт
Дарино,Орест Лютий,['Лагідна українізація'],['Лагідна українізація'],Other
Пісня про далеку Батьківщину,Орест Лютий,['Лагідна українізація'],['Лагідна українізація'],Other
Цвіте бавовна,Орест Лютий,"['Цвіте бавовна - Single', 'Цвіте бавовна']",[],Other
А дамі хочеться їбаться,Орест Лютий,"['Гібридні війни', 'Гібридні війни [Explicit]']",['Гібридні війни'],Гібридні війни
Балаклавочка,Орест Лютий,"['Росіян в Донбасє нєт', 'Росіян в Донбасє нєт [Explicit]']",['Росіян в Донбасє нєт'],Росіян в Донбасє нєт
Айфонський старець,Орест Лютий,['Гібридні війни [Explicit]'],['Гібридні війни'],Гібридні війни
Народная шахтьорская,Орест Лютий,['Сувора українізація'],['Сувора українізація'],Сувора українізація
Господа малороси,Орест Лютий,[],[],Other
Азовська тачанка,Орест Лютий,"['Росіян в Донбасє нєт', 'Росіян в Донбасє нєт [Explicit]']",['Росіян в Донбасє нєт'],Росіян в Донбасє нєт
БДЖУЛИ,Орест Лютий,"['Росіян в Донбасє нєт', 'Росіян в Донбасє нєт [Explicit]']",['Росіян в Донбасє нєт'],Росіян в Донбасє нєт
РОСІЯН В ДОНБАСЕ НЕТ,Орест Лютий,[],[],Other
Маршрутка на Волноваху,Орест Лютий,['Гібридні війни [Explicit]'],['Гібридні війни'],Гібридні війни
Вічний жид - антисеміт,Орест Лютий,['Гібридні війни [Explicit]'],['Гібридні війни'],Гібридні війни
НАХЄРА,Орест Лютий,"['Гібридні війни', 'Гібридні війни [Explicit]']",['Гібридні війни'],Гібридні війни
Побєдораси побєди,Орест Лютий,"['Росіян в Донбасє нєт', 'Росіян в Донбасє нєт [Explicit]']",['Росіян в Донбасє нєт'],Росіян в Донбасє нєт
Тату у тата,Орест Лютий,"['Росіян в Донбасє нєт', 'Росіян в Донбасє нєт [Explicit]']",['Росіян в Донбасє нєт'],Росіян в Донбасє нєт
Гендерні війни,Орест Лютий,['Гібридні війни [Explicit]'],['Гібридні війни'],Гібридні війни
Україно,Орест Лютий,"['Росіян в Донбасє нєт', 'Росіян в Донбасє нєт [Explicit]']",['Росіян в Донбасє нєт'],Росіян в Донбасє нєт
Буратіно,Орест Лютий,[],[],Other
Дума про колорадів,Орест Лютий,"['Гібридні війни', 'Гібридні війни [Explicit]']",['Гібридні війни'],Гібридні війни
І знов татари сунуть на Кийов,Орест Лютий,"['Росіян в Донбасє нєт', 'Росіян в Донбасє нєт [Explicit]']",['Росіян в Донбасє нєт'],Росіян в Донбасє нєт
Взорвали бюста,Орест Лютий,['Лагідна українізація'],['Лагідна українізація'],Other
Груди #6,Орест Лютий,[],[],Other
"Ах, Бандеро!",Орест Лютий,[],[],Other
120-й міномет,Орест Лютий,"['120-й міномет', '120-й міномет - Single']",[],Other
Бухий гусар на БТР,Орест Лютий,[],[],Other
ПІСНЯ ПРО ПРОКУРОРА,Орест Лютий,"['Пісня про прокурора', 'Пісня про прокурора - Single']",[],Other
Лобкова воша,Орест Лютий,"['Лобкова воша', 'Лобкова воша - Single']",[],Other
Позивний Ібачу,Орест Лютий,['Позивний Ібачу - Single'],[],Other
Путін Отєбісь,Орест Лютий,[],[],Other
Чорноморські бички,Орест Лютий,"['Чорноморські бички', 'Чорноморські бички - Single']",[],Other
Бах від СБУ,Орест Лютий,['Бах від СБУ - Single'],[],Other
"Добрий ранок, Україно",Нумер 482,"['ДРУ', 'Добрий ранок, Україно']",['ДРУ'],ДРУ
Триллер,Нумер 482,['Нумер 482'],['Нумер 482'],Нумер 482
Не напишу,Нумер 482,['Kawai'],['Kawai'],Kawai
Серце,Нумер 482,['Нумер 482'],['Нумер 482'],Нумер 482
Інтуіція,Нумер 482,"['Нумер 482', 'FDR Compilation ukr164/rus154 22/01/06 - 29/01/06']",['Нумер 482'],Нумер 482
Важлива,Нумер 482,"['70 ПЕСЕН О ЛЮБВИ [Explicit]', 'ДРУ']",['ДРУ'],ДРУ
Ні,Нумер 482,['Нумер 482'],['Нумер 482'],Нумер 482
Радіо твоє,Нумер 482,['Kawai'],['Kawai'],Kawai
Вампіри,Нумер 482,['Kawai'],['Kawai'],Kawai
КОЛИ ВОНА ПОРУЧ,Нумер 482,"['ДРУ', 'Коли вона поруч']",['ДРУ'],ДРУ
Хочу,Нумер 482,['Нумер 482'],['Нумер 482'],Нумер 482
Не забувай,Нумер 482,[],[],Other
Венера з марсом,Нумер 482,[],[],Other
Стрибай,Нумер 482,"['Максимальний Торч', 'Kawai']",['Kawai'],Kawai
Очі,Нумер 482,['Kawai'],['Kawai'],Kawai
Не мовчи,Нумер 482,['Kawai'],['Kawai'],Kawai
Паперове кохання,Нумер 482,[],[],Other
"Він, вона",Нумер 482,['Kawai'],['Kawai'],Kawai
Ти зі мною,Нумер 482,[],[],Other
Може відбутись,Нумер 482,[],[],Other
Краплі та скло,Нумер 482,[],[],Other
Невдаха,Нумер 482,['Kawai'],['Kawai'],Kawai
Любові мало,Нумер 482,[],[],Other
Моя Батьківщина,Нумер 482,"['ДРУ', 'Моя Батьківщина']",['ДРУ'],ДРУ
Faine avto-party,Нумер 482,['ДРУ'],['ДРУ'],ДРУ
Сніг,Нумер 482,"['Тест на вагітність', 'Сніг']",['Тест на вагітність'],Тест на вагітність
Без тебе,Нумер 482,['ДРУ'],['ДРУ'],ДРУ
Я йду по воді,Нумер 482,['Тест на вагітність'],['Тест на вагітність'],Тест на вагітність
Файно-звичайно,Нумер 482,[],[],Other
Ти є все,Нумер 482,"['ДРУ', ""ROCK'N'ROLL [Explicit]""]",['ДРУ'],ДРУ
Свобода,Нумер 482,"['Свобода', 'Свобода - Single']",[],Other
Будьмо,Нумер 482,"['Тест на вагітність', '5 Stars EP - Rock Legends']",['Тест на вагітність'],Тест на вагітність
Космічні квіти,Нумер 482,[],[],Other
Тікаю від тебе,Нумер 482,[],[],Other
Черноморец,Нумер 482,[],[],Other
Серце - Remix DJ Gorchitza,Нумер 482,[],[],Other
Запах свободи,Нумер 482,"['Тест на вагітність', 'Запах свободи']",['Тест на вагітність'],Тест на вагітність
JAMFM,Нумер 482,[],[],Other
Не бійся жити,Марія Бурмака,"['Мультимедійна Енциклопедія CD2', '№9']",['№9'],№9
Скло,Марія Бурмака,[],[],Other
Це не тільки шоколад,Марія Бурмака,"['Мультимедійна Енциклопедія CD2', '№9']",['№9'],№9
Розлюби,Марія Бурмака,"['Мультимедійна Енциклопедія CD2', 'Ми йдемо! (Найкраще)']",[],Other
Пробач,Марія Бурмака,['Саундтреки'],['Саундтреки'],Саундтреки
Я сама,Марія Бурмака,"['Мультимедійна Енциклопедія CD2', '№9']",['№9'],№9
Чому,Марія Бурмака,"['Мультимедійна Енциклопедія CD2', 'Ми йдемо! (Найкраще)']",[],Other
Листопад,Марія Бурмака,[],[],Other
Місто ангелів,Марія Бурмака,[],[],Other
Ангел-охоронець,Марія Бурмака,"['Мультимедійна Енциклопедія CD2', 'Ми йдемо! (Найкраще)']",[],Other
Чорні черешні,Марія Бурмака,[],[],Other
І якщо колись,Марія Бурмака,['Саундтреки'],['Саундтреки'],Саундтреки
Ми йдемо,Марія Бурмака,['Лишається надія'],['Лишається надія'],Лишається надія
Де ти тепер,Марія Бурмака,"['Романтика літнього вечора', 'Знову люблю']",['Знову люблю'],Other
"Сонцем, небом, дощем",Марія Бурмака,"['Мультимедійна Енциклопедія CD2', 'І Аm']",['І Аm'],Other
День народження,Марія Бурмака,"['Другий дитячий альбом', 'Саундтреки']","['Другий дитячий альбом', 'Саундтреки']",Саундтреки
"Гей, на горі, на маківці",Марія Бурмака,['Українська Героїчна Пісня'],[],Other
Не тому,Марія Бурмака,['Саундтреки'],['Саундтреки'],Саундтреки
Хтось із дитям удвох,Марія Бурмака,"['Мультимедійна Енциклопедія CD2', 'Ми йдемо! (Найкраще)']",[],Other
"Той, той",Марія Бурмака,"['Мультимедійна Енциклопедія CD2', '№9']",['№9'],№9
Нехай,Марія Бурмака,[],[],Other
Коли б ми плакати могли,Марія Бурмака,"['Мультимедійна Енциклопедія CD2', 'Ми йдемо! (Найкраще)']",[],Other
Їй холодно,Марія Бурмака,"['Мультимедійна Енциклопедія CD2', 'МІА']",[],Other
Хто я така є,Марія Бурмака,"['Мультимедійна Енциклопедія CD2', 'МІА']",[],Other
"Ой, чия то рута-м'ята",Марія Бурмака,[],[],Other
Поміж нами,Марія Бурмака,"['Мультимедійна Енциклопедія CD2', '№9']",['№9'],№9
Лети,Марія Бурмака,['МІА'],[],Other
Ой на горі та й женці жнуть,Марія Бурмака,['Тінь по воді'],['Тінь по воді'],Other
Тихо цокає годинник,Марія Бурмака,"['Мультимедійна Енциклопедія CD2', 'Із янголом на плечі']",['Із янголом на плечі'],Other
Хтось близький приснився,Марія Бурмака,[],[],Other
Забудь,Марія Бурмака,['Саундтреки'],['Саундтреки'],Саундтреки
Поранена в серце,Марія Бурмака,['Саундтреки'],['Саундтреки'],Саундтреки
Арешт,Марія Бурмака,[],[],Other
Пам'яти тридцяти,Марія Бурмака,['Марія'],['Марія'],Марія
Попрощатись не зуміли,Марія Бурмака,[],[],Other
Дощ,Марія Бурмака,"['Мультимедійна Енциклопедія CD2', 'Лишається надія']",['Лишається надія'],Лишається надія
Можеш далі,Марія Бурмака,['Саундтреки'],['Саундтреки'],Саундтреки
Колискова,Марія Бурмака,"['Марія', 'Ой, Не Квітни, Весно']","['Марія', 'Ой, Не Квітни, Весно']",Марія
Я люблю твої кроки,Марія Бурмака,"['Мультимедійна Енциклопедія CD2', 'Лишається надія']",['Лишається надія'],Лишається надія
Відлітає печаль,Марія Бурмака,['Мультимедійна Енциклопедія CD2'],[],Other
На півдорозі,Марія Бурмака,"['Мультимедійна Енциклопедія CD2', 'І Аm']",['І Аm'],Other
Під облачком,Марія Бурмака,['Саундтреки'],['Саундтреки'],Саундтреки
Південного вітру обличчя,Марія Бурмака,['Мультимедійна Енциклопедія CD2'],[],Other
Із янголом на плечі,Марія Бурмака,['Ми з України 3'],[],Other
По різдві,Марія Бурмака,[],[],Other
Ой у полі при дорозі,Марія Бурмака,['Мультимедійна Енциклопедія CD2'],[],Other
Забути все,Марія Бурмака,[],[],Other
Місяцю-рогоженьку,Марія Бурмака,[],[],Other
Хто так тихо прийшов,Марія Бурмака,[],[],Other
Знову люблю,Марія Бурмака,['Знову люблю'],['Знову люблю'],Other
Різдвяна,Марія Бурмака,['Різдвяні пісні'],[],Other
Не забувається,Марія Бурмака,[],[],Other
Тільки мовчи,Марія Бурмака,"['Мультимедійна Енциклопедія CD2', '№9']",['№9'],№9
Меланка,Марія Бурмака,"['Мультимедійна Енциклопедія CD2', 'Із янголом на плечі']",['Із янголом на плечі'],Other
"Тиха вода, рання роса",Марія Бурмака,['Знову люблю'],['Знову люблю'],Other
Ходить сон,Марія Бурмака,['Лишається надія'],['Лишається надія'],Лишається надія
Не зникай,Марія Бурмака,['Лишається надія'],['Лишається надія'],Лишається надія
Вербовая дощечка,Марія Бурмака,[],[],Other
Ти зустрінеш її,Марія Бурмака,['Саундтреки'],['Саундтреки'],Саундтреки
Сонце на обрiї,Марія Бурмака,"['Марія', 'Ой, Не Квітни, Весно']","['Марія', 'Ой, Не Квітни, Весно']",Марія
Лишається надiя,Марія Бурмака,['Лишається надія'],['Лишається надія'],Лишається надія
Єдиного слова заради,Марія Бурмака,['Лишається надія'],['Лишається надія'],Лишається надія
"Ой, вербо, вербо",Марія Бурмака,"['Марія', 'Ой, Не Квітни, Весно']","['Марія', 'Ой, Не Квітни, Весно']",Марія
Вороне чорний,Марія Бурмака,"['Ой, Не Квітни, Весно']","['Ой, Не Квітни, Весно']","Ой, Не Квітни, Весно"
Новорічні сни,Марія Бурмака,"['Новогодний КАЙФ! 2019', 'Тінь по воді']",['Тінь по воді'],Other
Вітер,Марія Бурмака,"['Ой, Не Квітни, Весно']","['Ой, Не Квітни, Весно']","Ой, Не Квітни, Весно"
Повернутись назад,Марія Бурмака,[],[],Other
Літня пісня,Марія Бурмака,['Саундтреки'],['Саундтреки'],Саундтреки
Говорили і курили - Live,Марія Бурмака,[],[],Other
Говорили і курили,Марія Бурмака,[],[],Other
Дотиком крила,Марія Бурмака,['Лишається надія'],['Лишається надія'],Лишається надія
Ніхто із нас,Марія Бурмака,"['Мультимедійна Енциклопедія CD2', '№9']",['№9'],№9
Ой гула гула крутая гора,Марія Бурмака,[],[],Other
На півдорозі із раю,Марія Бурмака,[],[],Other
Ранньою зорею,Марія Бурмака,"['Ой, Не Квітни, Весно']","['Ой, Не Квітни, Весно']","Ой, Не Квітни, Весно"
Пролітала стрілою,Марія Бурмака,[],[],Other
Мандри,Марія Бурмака,"['Ой, Не Квітни, Весно']","['Ой, Не Квітни, Весно']","Ой, Не Квітни, Весно"
I день мине,Марія Бурмака,['Лишається надія'],['Лишається надія'],Лишається надія
